1503964057703,-5, -1, -1, -1, -1, -1, -1, -7
1503964057711,-2, 1, 2, -1, -1, 0, 0, 5
1503964057718,-7, 1, -2, -2, -2, -3, -7, -8
1503964057736,0, 3, -2, -2, 0, -2, -1, -2
1503964057747,3, 2, 2, 1, 1, 0, 1, 5
1503964057752,1, 2, -2, -3, 0, 0, 0, 3
1503964057763,1, -2, 0, -1, -2, -2, 0, 4
1503964057771,1, -5, -3, -2, -2, -1, 2, 1
1503964057778,1, -3, -5, -2, 0, -2, 1, 1
1503964057793,-2, -1, -3, 1, 1, -2, -1, 2
1503964057800,-4, -16, -3, 0, 0, -1, -2, -5
1503964057808,-2, -1, 0, 0, 0, -2, -2, -2
1503964057823,2, 5, 0, -2, -2, 1, 3, 3
1503964057831,-3, -4, -1, -1, -1, 0, 0, -6
1503964057838,-9, -4, -1, 2, -2, -1, -3, -13
1503964057853,0, -2, -9, 0, -3, -2, -2, 1
1503964057861,4, 4, 3, 11, 2, 1, -2, 5
1503964057868,2, 5, -1, -9, 0, 0, -1, -3
1503964057884,1, -1, -4, -5, -1, 0, 3, 3
1503964057885,-3, 2, -2, 1, 0, -2, -1, -2
1503964057891,0, -10, -5, -1, -2, -2, 0, 2
1503964057898,2, 9, 4, -3, -1, -1, -1, -1
1503964057913,0, 0, 2, 2, -2, 0, -2, 4
1503964057921,0, -6, -2, -4, -1, 0, 1, 2
1503964057929,-1, -1, 2, 1, -1, -1, -1, 2
1503964057943,3, 4, -4, -4, -2, 0, -2, 3
1503964057951,-1, 4, 3, 1, 1, 0, 0, -5
1503964057958,-3, -1, 4, 0, -1, -2, -1, -4
1503964057973,-2, -4, 4, 0, 0, -2, 0, 0
1503964057980,2, 2, -2, -2, -2, -1, 0, -3
1503964057989,0, 4, 0, 1, -2, 0, -1, -1
1503964058003,-2, -6, -4, -2, 1, -1, 0, -3
1503964058011,1, -2, 0, -1, -2, -1, 0, -1
1503964058018,-10, -3, 0, -2, -4, 0, -5, -17
1503964058019,0, -3, 2, -2, 0, 1, -1, 3
1503964058033,0, 1, 0, -2, -1, -3, 1, 0
1503964058040,-4, -1, 2, 0, 0, 0, -1, -1
1503964058048,-3, 0, -2, -1, 0, 0, 0, 1
1503964058063,-3, -2, 0, 1, 1, -3, -2, -3
1503964058071,1, -11, -2, -1, 1, -1, 0, -3
1503964058078,-1, 4, -1, -4, -2, -2, 0, -2
1503964058094,1, 3, 1, -1, -1, -2, -1, -3
1503964058100,1, -5, -2, 1, 1, 0, 1, 13
1503964058108,-2, 1, 0, 1, -1, 1, -1, -3
1503964058123,-1, -5, -4, -2, -3, 0, -2, -5
1503964058132,-4, 2, -3, -2, -1, 0, 0, 2
1503964058138,0, 9, -1, 0, -1, -2, -2, -4
1503964058153,-5, -5, -2, -1, -1, -1, 0, -3
1503964058161,-1, -2, -3, 0, -1, -2, 1, 1
1503964058168,-2, 3, -1, -2, -2, 1, -2, 4
1503964058183,0, -2, -2, -3, -1, 1, 0, 2
1503964058191,-2, -9, -4, -1, -1, 0, -3, -4
1503964058198,0, 1, 1, 0, -1, 1, -1, -3
1503964058213,3, 0, 1, -1, -1, -1, -2, -1
1503964058221,-2, -1, 0, -3, -1, -3, -1, 2
1503964058231,-2, 2, -1, -1, -1, -2, 0, -1
1503964058243,-5, -2, -2, -2, -2, 1, 0, -3
1503964058253,0, -2, 1, 2, 1, -2, -1, -3
1503964058258,2, 3, 3, 1, -1, -1, 0, -2
1503964058273,-1, -1, -2, -1, 1, 0, -2, 1
1503964058280,4, 1, 0, -1, -1, -1, -2, 2
1503964058281,-1, -1, -2, -1, -2, 0, 0, 1
1503964058288,-3, -1, -2, -3, -3, -1, -2, -5
1503964058303,-1, -5, -2, 0, -1, -2, -3, 0
1503964058311,0, 0, -3, 0, -2, -1, 0, 1
1503964058318,-7, 2, -2, -2, -1, -1, -2, -6
1503964058333,-5, -14, -3, 0, -1, -1, 0, -5
1503964058340,4, 4, 1, 0, -1, 0, 1, 3
1503964058355,-3, 2, -1, 1, -2, 0, -1, -6
1503964058364,2, -4, -1, -1, -1, -2, 0, 1
1503964058371,4, 3, -1, 1, 0, -2, -2, 1
1503964058384,-5, -3, -4, -1, 0, -2, 1, 1
1503964058385,0, -4, -2, -3, -1, -1, -3, -3
1503964058393,3, 3, 3, 0, -1, -1, 1, -1
1503964058400,-6, -6, -3, 1, -2, -1, -4, -9
1503964058415,1, 14, 1, -1, -1, 0, 0, 0
1503964058423,-2, -11, -1, -1, 1, -1, -1, 3
1503964058431,0, 1, -2, -2, 0, -2, -2, -2
1503964058444,4, 0, -2, -2, -1, -2, 0, -4
1503964058456,0, -4, -1, 0, 0, 0, -1, 5
1503964058461,-3, 1, 3, 1, 1, 0, 2, 4
1503964058475,2, -2, -2, -1, -1, -1, 0, 6
1503964058483,1, 1, -3, -4, -1, -2, 1, 0
1503964058491,2, 4, 0, -1, 0, -2, -1, 3
1503964058505,-3, -10, -4, 0, -2, -1, -1, -2
1503964058513,-3, -1, 1, 1, 0, -1, -5, -4
1503964058522,-3, 4, -2, 0, 0, 0, -2, -5
1503964058535,-1, 3, 4, 3, 0, 0, 1, -1
1503964058542,4, 6, 1, -1, 0, 1, -1, 6
1503964058551,-2, -6, -2, -1, -1, 0, 1, 0
1503964058565,-3, -2, -2, -3, -2, 0, 0, 1
1503964058573,-3, -3, -2, -2, -2, -1, 1, 2
1503964058580,1, 0, -1, 1, -1, 1, -2, -3
1503964058595,-1, 0, 1, -2, -2, -1, 0, 3
1503964058603,0, -6, 3, 0, -2, -1, -2, -1
1503964058611,-1, -8, -2, -2, -2, -1, 0, -5
1503964058626,2, 3, 3, 1, 2, 0, -2, -1
1503964058639,0, -2, -4, -2, -2, -2, -4, -8
1503964058641,-2, -1, 0, 1, -1, -1, -1, 1
1503964058656,1, -1, -3, -1, -1, -1, 0, -3
1503964058663,-4, -7, -3, -2, -1, -1, -1, -4
1503964058671,0, 10, 2, 1, 0, -1, 0, 2
1503964058684,2, 1, 2, -2, 2, 0, 1, 1
1503964058693,-2, -5, -1, -1, 0, 2, 0, -1
1503964058700,-2, 2, -2, -2, -2, -2, -2, 1
1503964058715,0, -6, -5, -1, 0, 0, -2, 0
1503964058724,-2, 5, -2, 0, -1, 0, -1, -2
1503964058731,-3, -4, -2, -1, -2, -1, -3, -4
1503964058745,4, 3, -1, 0, 0, 1, 2, 3
1503964058753,0, -1, 0, 2, 0, -1, -4, 1
1503964058760,1, 1, -1, 0, -3, -2, 0, 1
1503964058775,0, 4, 3, 0, 0, -1, -1, -3
1503964058782,-1, -6, 0, -1, -1, -1, 2, 1
1503964058783,-1, 3, -2, -2, -3, -2, 0, -9
1503964058799,-1, -8, -4, -2, 0, -1, -1, 0
1503964058804,-5, -7, -3, -1, -1, -2, -3, -2
1503964058812,2, 4, 3, -1, 0, 0, -2, 0
1503964058827,-1, -6, -1, 1, 1, 0, 0, 0
1503964058835,-4, 2, -2, -2, 1, -2, 0, -4
1503964058843,-1, 5, 2, 0, -3, -1, -2, -5
1503964058851,-1, -2, 0, -1, -1, -2, -1, 0
1503964058865,-1, 2, 1, -1, -1, -1, 3, 0
1503964058873,2, 4, 1, -1, -1, 2, 2, 7
1503964058880,-2, -12, -3, 0, 1, 0, 1, 9
1503964058895,1, -1, 0, 1, -1, 0, 1, 3
1503964058903,2, 5, 1, 1, 1, -1, -3, 0
1503964058911,2, 0, 1, -1, -3, -3, -2, -1
1503964058925,-3, -1, -2, -1, -2, -1, -6, -10
1503964058933,2, -1, -3, -2, -2, 1, 2, -4
1503964058940,-3, -4, -1, 0, -1, 0, -1, 3
1503964058955,-3, -9, -2, 1, -1, -1, 0, 1
1503964058963,2, -2, -3, -1, 1, 0, -3, -5
1503964058971,-2, -1, -2, -3, 0, -1, -2, 0
1503964058985,0, 5, 1, -2, -1, 0, 3, 6
1503964058993,0, -1, 0, 1, -1, -2, 0, 1
1503964059000,-1, -5, -3, -2, -3, 0, -1, 0
1503964059015,-4, -2, -2, -1, -2, -2, 0, -2
1503964059023,2, 9, 8, 0, 1, -1, -1, 0
1503964059031,-2, -1, -1, 2, -1, -1, 2, 7
1503964059045,-2, -3, -4, -2, -1, -2, 0, 2
1503964059052,2, 7, 0, 2, -1, -2, -2, 1
1503964059053,-1, 0, -3, -2, 0, 1, -4, -2
1503964059060,-4, -3, -3, -3, -2, -1, 0, -2
1503964059075,1, 6, 2, 1, 0, -1, -3, -3
1503964059082,-1, -6, -2, -2, -2, -3, 0, -2
1503964059083,-3, -5, -4, 0, 0, -2, -1, -3
1503964059092,4, 0, -2, -2, 0, -1, -2, -8
1503964059104,2, 3, 1, 0, -3, -3, 0, 2
1503964059112,0, -3, 0, -1, 0, -1, 1, -1
1503964059120,1, 1, 2, 0, -1, 2, 0, 1
1503964059135,-3, -2, -1, -2, -1, -1, -2, -4
1503964059142,-2, 1, 1, -1, 1, 1, -1, -6
1503964059159,-5, -19, -5, 2, -1, 1, 0, -2
1503964059160,1, 1, -1, 0, 0, 0, -2, -1
1503964059166,1, 7, 1, 0, 0, -1, -2, 1
1503964059173,-2, -1, -3, -3, -2, 0, -1, -4
1503964059180,5, -3, -4, -1, -1, -2, -1, 8
1503964059195,1, 5, 2, -2, 0, -3, -2, -1
1503964059196,-1, 0, 2, -1, -1, -1, 0, 4
1503964059203,-1, -3, -1, 1, 0, 1, 0, -3
1503964059211,3, -2, -2, 0, -1, 0, 0, 4
1503964059224,-2, -1, 0, -1, -1, -2, 1, -5
1503964059233,-3, 2, -1, 0, -1, 0, -2, -2
1503964059240,1, -2, -2, -3, -1, 0, 1, 8
1503964059255,-1, -2, 0, 0, -1, -1, 3, 3
1503964059264,-2, -3, -2, 0, -1, 0, -1, -2
1503964059277,-1, 3, 0, 0, -1, -2, -3, -4
1503964059284,-1, -2, -1, 0, -1, 0, 0, 1
1503964059294,-3, -3, -1, 2, -1, -1, -1, -1
1503964059307,1, 2, -1, -5, -2, -2, -2, -1
1503964059315,-6, -7, -2, -4, 0, -1, 1, 0
1503964059322,-5, -2, -1, -1, -1, 0, -3, -6
1503964059338,0, 5, 1, -2, -1, -1, -1, -6
1503964059344,-4, -2, 2, 1, -1, -1, -2, -7
1503964059352,-3, -9, 0, 0, 1, 0, -1, 1
1503964059353,1, -1, -2, 0, 1, 1, 1, -2
1503964059367,0, -1, 0, -1, -1, -2, -1, -1
1503964059375,3, 1, 1, 0, -1, -1, -1, 3
1503964059382,-2, 0, -2, -1, -1, -3, -4, -2
1503964059398,-2, -4, -1, -2, 0, 1, -1, -3
1503964059404,-1, -4, -2, 0, 0, 1, -1, -1
1503964059412,1, 8, -1, -2, -2, -1, -1, -3
1503964059428,1, -13, -7, -1, 0, 0, 0, -2
1503964059436,-1, -3, -6, 0, -2, -2, -1, 0
1503964059442,1, 1, 0, 1, 0, 0, 1, 3
1503964059458,-4, -3, -3, -1, -1, -2, 0, -3
1503964059465,2, -1, 2, -1, -1, -2, -1, 0
1503964059472,0, 0, 1, -1, 0, 3, -1, 3
1503964059487,-3, 1, 0, 0, -2, -1, 2, -1
1503964059496,0, 4, 2, 0, -3, 0, 0, 0
1503964059503,-2, -14, -1, 0, 0, -3, 0, 0
1503964059517,-2, -4, -3, 0, 2, -3, -3, -5
1503964059524,0, 3, -1, -1, -1, 0, -1, 0
1503964059533,-4, -8, 1, -1, -2, -3, 0, 4
1503964059547,0, 3, 0, 0, 0, 0, 0, -1
1503964059555,0, 0, -2, 0, 0, 1, 1, 1
1503964059563,-5, 0, 0, -1, -3, -1, -4, -3
1503964059577,-2, 6, 2, 0, 0, 0, -1, -2
1503964059584,2, -3, -2, 0, 0, -1, -1, 0
1503964059592,1, -2, -2, -2, -1, -1, -1, 1
1503964059607,1, 5, -2, -1, -1, 0, 0, 1
1503964059615,0, 0, 0, -1, -2, -2, -3, -12
1503964059622,0, 1, -2, -1, -1, -3, 1, -2
1503964059638,2, -5, -3, -2, 0, -2, 0, 2
1503964059644,-2, -3, -3, -1, 0, -1, -2, -4
1503964059653,-2, -4, 0, -1, -1, -1, -2, -2
1503964059667,0, 1, 3, 0, -1, -2, -1, -1
1503964059675,-5, -19, -3, -3, -1, -1, 0, -7
1503964059682,0, 4, -1, 0, -2, 0, 1, -8
1503964059698,3, 5, 1, 0, -1, -1, 2, 3
1503964059706,2, 1, -3, 0, 0, 1, 0, 0
1503964059712,-5, -4, 0, -2, -2, -1, -2, 0
1503964059713,1, 8, 1, -1, -2, 0, 0, 3
1503964059727,0, 4, 0, -1, 0, 0, -1, 3
1503964059735,0, -4, -3, -2, 1, 0, -2, 1
1503964059742,-1, -6, -1, -2, -2, 0, 0, 3
1503964059758,1, -1, -2, -1, -1, -1, -1, -5
1503964059768,1, 5, 3, 3, -2, -3, -1, 2
1503964059769,-3, -3, -1, 0, 0, -2, -1, -4
1503964059773,-1, 1, 0, 0, 1, -2, -1, 0
1503964059787,4, 8, 2, 2, 1, 0, -1, 7
1503964059796,-1, -2, -1, 1, 0, 0, 0, 1
1503964059803,-2, -3, 1, -2, -2, -2, -1, 0
1503964059818,-3, -11, 0, 1, -2, -2, -2, 2
1503964059825,-1, 0, -2, -1, -2, 0, -2, 0
1503964059833,3, 1, -5, 0, -3, 0, -1, 2
1503964059847,-2, 1, -2, 1, 0, -2, -1, -4
1503964059855,-2, 3, 4, 0, -1, -1, 0, 3
1503964059866,-1, -3, -1, -2, -2, 0, 2, 0
1503964059877,-1, -1, -1, -1, 0, -1, -2, -3
1503964059885,-1, 0, -1, 0, -1, 0, 0, 0
1503964059892,1, -2, -1, 1, 0, -1, -1, -4
1503964059893,3, 6, 2, 1, 0, 0, 0, 0
1503964059907,-2, 2, 0, -2, -2, 0, -2, -1
1503964059915,0, 10, 4, -1, -1, 1, 0, 1
1503964059923,-2, -5, -1, -2, -1, -1, -2, -2
1503964059938,1, -1, -2, 0, 2, 0, -1, -2
1503964059944,-7, -7, -2, -3, -2, -1, -2, -10
1503964059953,1, -1, -4, -4, -2, -1, 0, -3
1503964059971,-2, -10, -3, -2, 1, 0, -1, -1
1503964059975,-1, -4, -5, 1, -1, -3, -1, -5
1503964059982,2, 9, 2, -2, 0, 0, 2, 7
1503964059999,-4, -18, -4, -1, -1, -1, 2, -2
1503964060006,3, 3, 0, 1, 0, 0, -1, 0
1503964060013,-4, -2, -3, -3, 0, 1, 0, 2
1503964060027,-7, -3, -2, 0, 0, -2, -3, -10
1503964060035,-3, 5, 1, -1, -1, 0, -2, -5
1503964060043,5, -3, 3, 1, -1, -2, -3, 2
1503964060058,1, -2, -3, 0, -1, -1, -1, 1
1503964060073,3, 6, -3, -2, -2, -2, 2, 2
1503964060074,-2, -10, 0, -3, -2, -2, -1, 0
