0,0,0,0
0.97333,0.89024,0.92994,0.96196
0.85897,0.85897,0.85897,0.89927
0.83929,0.57317,0.68116,0.85036
0.7549,0.93902,0.83696,0.8988
0.97468,0.93902,0.95652,0.9694
0.69725,0.92683,0.79581,0.81414
0.95455,0.76829,0.85135,0.92564
0.95946,0.86585,0.91026,0.92772
0.75926,1,0.86316,0.9246
0.85106,0.98765,0.91429,0.95911
0.87097,0.9878,0.92571,0.95702
0.97468,0.93902,0.95652,0.97104
0.94186,0.9878,0.96429,0.97078
0.91111,1,0.95349,0.97122
0.96341,0.96341,0.96341,0.9464
0.78022,0.86585,0.82081,0.8908
0.86842,0.94286,0.90411,0.94184
0.86316,1,0.92655,0.96412
0.95349,1,0.97619,0.97412
0.61789,0.97436,0.75622,0.84179
0.73214,0.69492,0.71304,0.79812
0.97619,1,0.98795,0.97606
0.9759,0.9878,0.98182,0.97587
