0.87879,1,0.93548,0.93579
0.94444,1,0.97143,0.94637
0.94286,1,0.97059,0.9596
0.91667,1,0.95652,0.9511
0.67647,0.95833,0.7931,0.80208
0.94286,1,0.97059,0.94949
0.94286,1,0.97059,0.94123
0.91667,1,0.95652,0.941
0.94286,1,0.97059,0.97245
0.94286,1,0.97059,0.94399
0.6875,1,0.81481,0.81657
0.94286,1,0.97059,0.95592
0.80488,1,0.89189,0.92883
0.94286,1,0.97059,0.95133
0.94286,1,0.97059,0.99725
0.93548,0.87879,0.90625,0.97704
0.94118,0.9697,0.95522,0.93916
0.94286,1,0.97059,0.94215
0.94286,1,0.97059,0.94215
0.93939,0.93939,0.93939,0.98163
0.94286,1,0.97059,0.99357
0.94286,1,0.97059,0.94399
0.94118,1,0.9697,0.9486
0.93333,0.84848,0.88889,0.92677
0.94286,1,0.97059,0.99725
0.94286,1,0.97059,0.94215
0.94286,1,0.97059,0.94123
0.94286,1,0.97059,0.96235
0.94286,1,0.97059,0.99816
0.94286,1,0.97059,0.95225
0.94118,0.9697,0.95522,0.94421
0.93939,0.93939,0.93939,0.96694
0.94118,1,0.9697,0.95801
