0.82,0.594,0.036,0.123,1.052,0.214,0.338,24.188,34.562,32.875,41,30,13,22,4,14,8,17,33.855,24.442,1.146,4.272,39.709,6.57,11.182,280.2,254.75,549.24,208.39,177.31,74.362,59.212,74,71,70,123.95,3.5141e-05,8.1364e-05,2.8892e-05,0.00013577,0.0034008,0.00097537,0.0015881,111.63,215.53,376.11,122.22,91.456,10.859,13.735,2.0274,8.4751,5.5415,35.887,0.80609,0.58202,0.027798,0.10236,0.94721,0.15944,0.26913,10.468,14.843,19.199,11.044,9.5443,3.3843,3.7183,1.6566,3.0097,2.4778,6.0126,24.086,17.609,0.848,2.954,28.651,4.83,7.619,286.5,394.25,487.63,266,206,72,43,38,48,58,159
0.817,0.628,0.046,0.121,1.082,0.223,0.344,21.312,52.688,24.312,56,55,20,30,11,27,14,43,39.515,30.185,1.275,4.776,48.099,7.281,10.761,310.07,413,249.26,476.11,270.05,105.29,97.82,82,102.14,127.91,294.97,0.00027421,0.00044062,0.00033311,0.00013156,0.0030211,0.0019849,0.0043437,85.42,235.68,124.05,328.36,129.92,22.675,18.17,6.6933,22.867,28.736,220.87,0.79047,0.60406,0.031252,0.096193,0.96352,0.15215,0.22489,9.8117,17.297,11.479,18.033,11.343,4.7928,4.3141,2.6948,4.814,5.3752,14.82,23.331,18.591,1.17,2.898,29.202,5.117,5.19,218.81,403.25,342.81,439,281,139,94,58,81,110,248
0.742,0.659,0.081,0.25,1.061,0.229,0.173,25,22.062,35.625,45,68,21,14,4,15,12,32,21.644,19.605,2.072,6.509,29.516,5.194,2.417,214.56,162.5,426.21,210.36,285.45,101.46,63.14,53,69.866,89.393,186.09,9.8878e-05,1.7017e-05,4.0685e-05,0.00052148,0.0019515,0.0012163,0.0012663,101.43,86.342,575.23,184.4,272.62,40.779,11.941,2.6529,18.622,20.241,142.37,0.72153,0.65351,0.069351,0.21813,0.98482,0.1765,0.087835,12.215,10.621,24.62,13.499,16.384,6.3742,3.4951,1.8102,4.3589,4.5556,11.89,21.644,19.605,2.072,6.509,29.516,5.194,2.417,283.19,262.62,660,200,448,163,92,47,104,126,209
0.728,0.53,0.22,0.441,1.046,0.202,0.399,23.375,17.625,22.688,39,35,8,22,4,22,10,19,49.206,34.844,14.444,27.877,63.28,7.084,22.822,253.8,228.69,378.62,433.72,168.9,117,100,118,114,97,137.99,1.2478e-05,0.0001312,0.00010604,0.00030222,0.0010794,0.00081904,0.001117,71.436,32.317,69.913,212.6,35.503,5.8317,11.626,1.5196,7.285,8.655,28.116,0.72363,0.51254,0.21266,0.41032,0.93116,0.10798,0.33725,8.3899,6.569,9.9943,14.531,5.9663,2.54,3.4681,1.4767,2.8038,3.0081,5.345,21.704,15.723,6.471,11.817,28.204,2.814,9.206,197.63,208.94,226.69,328,172,68,140,37,70,95,151
0.666,0.569,0.306,0.492,1.106,0.237,0.306,30.688,56.875,51.875,57,30,10,23,20,17,15,35,21.427,18.277,10.161,16.088,33.159,3.77,6.669,196.79,639.65,466.13,363.55,154.99,75.045,64.744,65.042,76.244,85.631,207.65,0.00027926,0.00023704,1.1584e-05,8.0756e-05,0.0059555,0.0026294,0.0018923,190.04,848.08,479.12,456.72,78.324,14.624,23.358,22.592,21.007,22.421,136.97,0.63042,0.53777,0.29887,0.47326,0.97822,0.12185,0.20077,13.809,31.702,22.8,21.246,8.8072,3.8864,4.85,4.7834,4.6199,4.7787,11.623,18.791,16.243,8.97,14.217,29.185,3.645,5.634,334.94,813.37,619.31,395,214,106,102,111,95,111,234
0.08,0.191,0.602,0.811,1.193,0.271,0.314,68.062,29.125,57.812,67,29,34,29,18,6,11,47,1.559,5.46,21.232,28.478,34.416,4.889,8.698,897.89,324.41,567.71,359.71,188.78,128.55,89.577,50.808,53,64.942,191.05,0.00079462,0.000806,7.2521e-05,7.954e-05,0.0060835,0.0069363,0.0012736,1391.4,372.81,703.83,372.9,86.054,46.459,25.297,9.275,3.3452,9.8919,89.075,0.051458,0.15423,0.58984,0.7911,0.95909,0.1587,0.24416,39.444,19.312,26.228,19.186,9.2491,6.844,5.0596,3.079,1.9494,3.2249,9.4368,1.199,4.677,17.789,23.643,28.777,3.936,7.131,1167,476.12,642.56,336,194,159,116,48,36,76,165
0.125,0.199,0.604,0.789,1.177,0.209,0.263,29.312,33.75,33.938,79,49,27,44,53,23,15,49,6.259,10.037,33.767,44.367,55.185,7.911,10.469,338.64,367.83,292.16,518.33,342.92,139.5,239.42,130.48,126.03,124.74,424.51,8.3123e-05,0.00011569,2.9495e-05,2.563e-05,0.0050651,0.0012042,0.0012353,95.614,259.04,164.63,586.08,189.12,37.849,71.178,44.323,21.975,19.43,218.11,0.11018,0.17641,0.59243,0.77838,0.97072,0.14299,0.18694,9.9939,15.97,12.845,24.108,13.705,6.1891,8.4643,6.6683,4.7354,4.4655,14.753,3.173,5.251,17.874,23.297,29.108,4.3,5.296,190.06,384.69,310.81,468,310,119,101,47,73,81,216
0.068,0.075,0.621,0.827,1.077,0.2,0.336,14.812,43.812,24.938,74,36,22,29,17,26,13,56,2.406,2.906,28.245,37.352,45.27,7.256,10.084,236.65,509.94,276.35,557.54,220.28,114,89.059,76,78,87.439,325.68,0.00028729,0.00010562,0.00030578,0.00017942,0.0026515,0.00072285,0.0019589,64.421,192.77,105.7,505.27,126.63,25.994,23.945,8.9182,14.845,14.981,209.83,0.053868,0.06266,0.60121,0.79483,0.96454,0.15666,0.21898,8.0464,17.504,10.418,22.43,11.225,5.204,4.9363,3.0706,3.9149,3.911,14.413,1.885,1.726,18.312,23.621,28.938,4.853,5.904,176,196,198.5,509,212,124,54,41,38,62,128
0.024,0.073,0.552,0.859,0.983,0.148,0.46,20,18.125,19.188,77,24,20,8,31,8,11,32,0.42786,2.636,22.436,35.397,38.228,4.647,15.617,236.34,304.13,207.2,381.01,184.04,90.605,61,172.17,75,52,213.92,0.0001352,2.0381e-05,0.00022991,9.1343e-05,0.0010893,0.00041258,0.0017726,76.155,72.797,68.701,338.95,70.319,19.108,6.8631,54.091,5.911,5.1037,77.973,0.014802,0.06292,0.5344,0.84284,0.91077,0.11245,0.37415,8.6916,11.113,9.0027,18.308,8.3563,4.4399,2.6974,7.3469,2.5664,2.3243,8.8037,0.347,1.865,15.831,25.411,27.244,3.097,11.654,177.81,330.5,237.69,246,207,101,36,33,37,30,128
0.051,0.142,0.54,0.862,0.989,0.202,0.464,23.812,27.5,26.625,34,19,8,5,4,4,10,32,1.799,4.293,21.884,35.51,38.031,5.115,16.24,399.43,303.47,243.9,277.71,108.17,75,64,62,62,59,143.5,2.1069e-05,0.0010509,0.00022931,0.00016894,0.0010062,0.0024834,0.0020497,62.321,135.25,114.1,193,28.095,8.2345,2.9104,1.3376,1.5572,4.6715,48.947,0.043073,0.10711,0.52126,0.84557,0.90604,0.13136,0.38925,12.3,12.726,11.49,13.941,5.3538,2.992,1.8628,1.371,1.4479,2.2628,7.0906,1.283,2.647,15.452,25.527,27.058,2.952,12.098,341.62,294.94,296.87,319,90,60,33,30,35,31,60
0.135,0.197,0.649,0.792,1.11,0.183,0.296,10.938,46.25,36.062,58,34,19,36,4,19,24,83,4.754,6.49,25.81,32.101,41.651,3.586,5.858,173.51,622.69,459.52,388.13,228.94,109.66,98.947,68,66.696,168.64,534.97,0.00028191,0.00026708,0.0005043,0.00038788,0.0029858,0.0019041,0.0063848,27.679,194.09,253.62,496.14,153.23,27.633,29.074,2.489,12.833,45.958,461.21,0.1144,0.15537,0.61492,0.76456,0.99316,0.095649,0.16027,6.6397,20.231,16.809,22.197,12.335,5.288,5.3965,1.7738,3.6476,6.7814,21.346,3.352,4.799,18.741,22.656,29.779,2.684,3.392,138.13,606.63,446.63,410,224,85,108,46,87,105,392
0.072,0.066,0.673,0.773,1.076,0.184,0.198,16.938,38.688,19.375,80,35,14,5,5,13,17,38,2.348,3.298,37.317,42.869,56.387,7.459,4.707,230.85,578.11,256.19,491.78,224.16,121,98,104,93,87.77,183.52,0.00035612,1.7051e-05,0.00019286,0.00014647,0.00097201,0.0011008,0.0025363,70.304,269.68,72.297,391.6,99.245,21.418,3.4604,2.0346,5.542,12.153,89.919,0.045241,0.058004,0.65483,0.75218,0.98973,0.13493,0.096494,8.3453,16.322,8.5894,19.704,9.9673,4.7264,2.0388,1.6837,2.4795,3.5349,9.4662,1.68,1.744,19.768,22.429,29.562,4.626,2.352,233.19,391.94,167,278,180,107,55,34,40,46,140
0.082,0.101,0.598,0.821,1.017,0.218,0.335,43.375,36.812,43.125,84,38,22,18,59,15,15,56,1.257,3.029,20.313,28.288,33.2,5.444,9.179,481.31,380.66,489.06,587.53,227.47,109.36,109.4,247.26,66.519,85.789,247.18,0.00077802,0.00026949,0.00010648,9.4182e-05,0.0011108,0.0020453,0.0014028,451.29,340.04,573.67,920.6,176.96,34.481,29.946,133.37,15.909,19.871,210.89,0.045229,0.088042,0.58046,0.80829,0.94914,0.1618,0.26484,21.698,18.23,24.559,30.156,13.217,5.9549,5.4712,11.484,4.0377,4.4677,14.428,1.231,2.771,17.466,24.186,28.339,4.929,7.781,427.69,483.31,697.44,716,301,116,133,208,116,128,450
0.125,0.185,0.506,0.858,1.01,0.29,0.502,29.438,30.062,28.688,121,26,13,22,35,18,10,40,5.066,8.47,24.281,42.568,43.724,9.291,21.042,271.08,327.11,462.32,434.42,194.54,91.261,94.565,144.4,86.159,80,213.91,0.00019912,0.00014702,0.00014106,1.5215e-05,0.0028843,0.0022897,0.0013639,146.59,171.11,246.16,498.95,69.79,17.298,19.835,42.088,18.22,8.9663,84.191,0.10228,0.16982,0.48576,0.85137,0.87609,0.19176,0.42243,13.124,13.626,15.569,22.235,8.3304,4.2098,4.4854,6.5401,4.3224,3.083,9.2469,3.147,5.323,14.331,25.618,26.094,5.941,12.94,293.75,340.44,399.13,287,176,86,73,43,46,47,198
0.089,0.179,0.686,0.733,1.163,0.228,0.15,21.188,44.438,23.125,57,72,12,20,60,14,17,37,3.252,6.852,28.41,29.983,41.712,4.633,1.1461,268.37,413.62,299.44,316.24,268.04,106.28,112.55,143.5,89,130.07,296.76,4.4153e-05,0.00011203,3.3812e-05,4.8107e-05,0.004384,0.0034896,0.003004,117.07,395.78,133.37,275.23,163.14,26.387,21.853,85.78,14.371,21.428,135.18,0.077706,0.16348,0.67645,0.71391,0.9953,0.1248,0.055435,10.849,19.658,11.75,16.509,12.704,5.1305,4.6916,9.2226,3.8973,4.6821,11.563,2.299,5.018,20.301,21.387,29.512,3.423,1.481,240.19,424.88,286.88,209,243,134,45,40,39,56,147
0.065,0.078,0.603,0.87,1.006,0.187,0.463,14.562,51.25,47.938,33,31,12,8,8,5,8,52,1.649,2.894,24.708,36.213,40.688,6.32,13.713,144.56,826.25,484.29,262.2,202.36,67,60,71,65,66,299.9,0.00025751,6.0784e-05,0.00085146,0.00036705,0.0015421,0.00069107,0.0038525,28.499,279.23,423.28,174.25,98.564,11.195,2.5873,3.1921,3.8045,7.431,285.1,0.040696,0.066223,0.56229,0.82324,0.92554,0.14597,0.31764,6.2166,25.01,20.782,13.163,9.9052,3.4129,1.7386,1.9511,2.0753,2.8123,16.825,1.293,2,16.51,24.907,27.211,4.226,10.266,101.56,687.38,609.19,273,162,62,36,41,55,47,288
