1503942726476,+0.911,+0.262,+0.030,+0.316,+0.521,+0.117,-0.820,-0.938,+0.312,+0.562
1503942726493,+0.911,+0.262,+0.030,+0.316,+0.516,+0.121,-0.815,-0.938,-0.125,+0.375
1503942726507,+0.911,+0.262,+0.030,+0.316,+0.518,+0.120,-0.822,-1.000,+0.000,+0.312
1503942726532,+0.911,+0.262,+0.030,+0.316,+0.514,+0.118,-0.823,-1.000,-0.438,+0.562
1503942726551,+0.911,+0.262,+0.030,+0.316,+0.515,+0.120,-0.811,-1.500,+0.375,+0.188
1503942726567,+0.911,+0.262,+0.030,+0.316,+0.517,+0.117,-0.824,-1.188,-0.125,+0.500
1503942726588,+0.911,+0.262,+0.030,+0.316,+0.521,+0.119,-0.817,-1.562,-0.500,+0.438
1503942726611,+0.911,+0.262,+0.030,+0.316,+0.516,+0.120,-0.820,-1.812,-0.375,+0.688
1503942726626,+0.911,+0.262,+0.030,+0.316,+0.517,+0.123,-0.827,-1.562,-0.875,+0.875
1503942726649,+0.911,+0.262,+0.030,+0.316,+0.509,+0.117,-0.818,-1.438,-0.562,+0.688
1503942726671,+0.911,+0.262,+0.030,+0.316,+0.513,+0.122,-0.828,-1.625,-0.062,+0.562
1503942726687,+0.911,+0.262,+0.030,+0.316,+0.519,+0.122,-0.820,-1.250,+0.500,+0.500
1503942726708,+0.911,+0.262,+0.030,+0.316,+0.519,+0.121,-0.819,-1.188,-0.125,+0.562
1503942726731,+0.911,+0.262,+0.030,+0.316,+0.518,+0.128,-0.821,-0.938,+0.125,+0.625
1503942726747,+0.911,+0.262,+0.030,+0.316,+0.518,+0.119,-0.823,-0.688,-0.188,+0.875
1503942726770,+0.911,+0.262,+0.030,+0.316,+0.512,+0.117,-0.820,-0.500,-0.312,+0.562
1503942726791,+0.911,+0.262,+0.030,+0.316,+0.514,+0.113,-0.829,-0.812,-0.062,+0.562
1503942726807,+0.911,+0.262,+0.030,+0.316,+0.514,+0.112,-0.818,-1.188,+0.438,+0.375
