1503942504243,+0.909,+0.280,+0.026,+0.307,+0.555,+0.130,-0.806,-0.812,-0.062,+1.750
1503942504259,+0.909,+0.280,+0.026,+0.307,+0.546,+0.124,-0.799,-1.375,-0.125,+1.062
1503942504280,+0.909,+0.280,+0.026,+0.307,+0.542,+0.127,-0.797,-1.625,-0.312,+0.938
1503942504304,+0.909,+0.280,+0.026,+0.307,+0.532,+0.129,-0.801,-2.125,+0.812,+0.625
1503942504322,+0.909,+0.280,+0.026,+0.307,+0.545,+0.133,-0.796,-2.188,+1.562,+0.250
1503942504361,+0.909,+0.280,+0.026,+0.307,+0.548,+0.130,-0.794,-2.000,+1.125,+0.062
1503942504362,+0.909,+0.280,+0.026,+0.307,+0.543,+0.131,-0.794,-1.812,+1.000,-0.062
1503942504378,+0.909,+0.280,+0.026,+0.307,+0.542,+0.128,-0.796,-1.812,+1.375,-0.438
1503942504400,+0.909,+0.281,+0.026,+0.308,+0.540,+0.132,-0.797,-1.625,+1.750,-0.688
1503942504427,+0.909,+0.281,+0.026,+0.308,+0.541,+0.130,-0.800,-1.875,+2.188,-0.625
1503942504438,+0.908,+0.281,+0.026,+0.308,+0.552,+0.136,-0.793,-2.000,+3.188,-0.812
1503942504461,+0.908,+0.282,+0.025,+0.308,+0.558,+0.146,-0.794,-1.562,+1.875,-0.938
1503942504482,+0.908,+0.282,+0.025,+0.308,+0.558,+0.136,-0.800,-1.625,+1.000,-0.875
1503942504498,+0.908,+0.282,+0.025,+0.308,+0.551,+0.134,-0.792,-1.375,+0.438,-1.000
1503942504520,+0.908,+0.282,+0.025,+0.308,+0.546,+0.131,-0.792,-1.750,+1.000,-0.750
1503942504542,+0.908,+0.283,+0.025,+0.309,+0.557,+0.131,-0.797,-2.312,+0.938,-0.375
1503942504558,+0.908,+0.283,+0.025,+0.309,+0.558,+0.142,-0.789,-2.312,+0.625,-0.188
1503942504580,+0.908,+0.283,+0.025,+0.309,+0.553,+0.136,-0.798,-1.812,-0.625,+0.125
1503942504603,+0.908,+0.283,+0.025,+0.309,+0.549,+0.137,-0.795,-1.438,-0.750,-0.375
