1503598807839,+0.893,+0.359,-0.121,-0.242,+0.722,+0.051,-0.659,-1.938,+3.938,+1.000
1503598807861,+0.893,+0.359,-0.122,-0.242,+0.707,+0.060,-0.658,-1.562,+2.938,-0.438
1503598807887,+0.893,+0.360,-0.122,-0.242,+0.739,+0.070,-0.666,-0.812,+2.625,+0.250
1503598807899,+0.892,+0.360,-0.122,-0.242,+0.761,+0.059,-0.657,-0.688,+3.500,+1.938
1503598807921,+0.892,+0.361,-0.122,-0.242,+0.716,+0.053,-0.661,-0.688,+1.375,+1.312
1503598807945,+0.892,+0.361,-0.122,-0.242,+0.706,+0.050,-0.649,-1.062,+0.812,+1.500
1503598807959,+0.892,+0.361,-0.122,-0.242,+0.706,+0.041,-0.667,-1.188,+1.188,+0.688
1503598807981,+0.892,+0.361,-0.122,-0.242,+0.721,+0.043,-0.669,-1.312,+2.000,+0.188
1503598808003,+0.892,+0.362,-0.122,-0.242,+0.744,+0.054,-0.645,-2.250,+3.125,+1.062
1503598808020,+0.892,+0.362,-0.122,-0.243,+0.749,+0.042,-0.638,-2.562,+0.562,+0.875
1503598808041,+0.892,+0.362,-0.122,-0.243,+0.734,+0.054,-0.647,-2.188,-3.562,+0.000
1503598808063,+0.892,+0.361,-0.122,-0.242,+0.718,+0.056,-0.658,+0.000,-6.688,-1.000
1503598808079,+0.893,+0.360,-0.122,-0.242,+0.690,+0.059,-0.676,-0.312,-4.250,-1.812
1503598808101,+0.893,+0.360,-0.122,-0.242,+0.721,+0.061,-0.674,-0.812,+0.312,-0.688
1503598808123,+0.893,+0.360,-0.122,-0.242,+0.728,+0.067,-0.670,-0.188,+3.125,+0.562
1503598808140,+0.892,+0.361,-0.122,-0.242,+0.727,+0.061,-0.657,-0.625,+3.625,+1.812
1503598808161,+0.892,+0.362,-0.122,-0.242,+0.720,+0.051,-0.654,-1.000,+3.625,+2.250
1503598808183,+0.892,+0.362,-0.122,-0.242,+0.727,+0.048,-0.655,-1.750,+2.812,+1.188
1503598808202,+0.891,+0.362,-0.123,-0.242,+0.728,+0.050,-0.642,-2.500,+1.625,+0.500
1503598808221,+0.891,+0.363,-0.123,-0.242,+0.731,+0.057,-0.649,-1.625,-0.750,-0.062
1503598808244,+0.892,+0.362,-0.122,-0.242,+0.736,+0.048,-0.662,-1.250,-2.312,+0.312
1503598808258,+0.892,+0.362,-0.122,-0.242,+0.726,+0.054,-0.656,-1.375,-3.750,-0.250
1503598808280,+0.892,+0.361,-0.122,-0.242,+0.729,+0.054,-0.666,-0.750,-2.375,+0.500
1503598808303,+0.892,+0.361,-0.122,-0.242,+0.711,+0.046,-0.658,-0.938,-0.625,+0.875
1503598808317,+0.892,+0.361,-0.122,-0.243,+0.710,+0.046,-0.664,-1.688,+0.250,+1.375
1503598808340,+0.892,+0.361,-0.122,-0.243,+0.707,+0.053,-0.670,-1.750,+1.812,+1.125
1503598808363,+0.892,+0.362,-0.122,-0.243,+0.723,+0.048,-0.658,-2.250,+2.812,+1.000
