1079.7,-131.34,764.29
1044.3,-514.75,747.79
641.54,-322.94,610.95
291.52,-160.57,345.95
443.72,-350.19,780.41
1907.7,-455.06,1001.5
374.45,-296.16,946.76
645.99,-199.87,708.82
766.85,-193.56,743.74
1147.6,-306.93,482.89
1301.3,-621.23,635.58
1964,33.999,404.87
1244.4,100.41,497.22
1770.8,-599.77,377.77
1105.7,-440.99,477.59
1691.9,35.533,345.73
1090.7,13.155,494.94
888.37,-254.54,954.49
666.02,-94.677,802.22
469.33,-257.91,149.73
550.79,-221.05,520.56
963.06,-335.62,506.85
1194.7,-265.37,688.51
1402.9,-85.75,818.19
272.34,-120.75,312.73
1627.2,-236.02,351.9
768.93,-377.26,578.41
1201.5,184.92,758.59
763.05,-287.07,723.65
765.96,-368.06,315.21
1460.4,-477.49,740.54
419.11,-131.41,147.16
372.73,-150.96,175.73
1066.6,-310.01,400.81
1391.9,-398.99,622.09
538.21,-184.22,215.9
970.54,-314.71,523.05
1578,-448.67,333.53
1258.1,-317.2,598.76
2254.9,310.95,455.75
631.08,-198.39,760.98
585.18,-327.02,800.46
2218.6,-838.46,434.44
2708.4,248.74,362.27
1560.1,112.54,671.91
1253.4,-362.52,383.08
1692.6,-622.44,519.57
1396.5,-6.0679,666.75
1440.3,153.78,524.63
1006.3,-357.58,479.36
1534.7,-638.73,701.4
1236.2,223.49,607.25
1354.2,-177.82,496.54
1087.8,-454.92,405.96
1882.5,-850.86,342.63
1465.6,-458.54,456.04
1658.2,-171.1,381.28
984.78,-290.49,541.83
1925.7,-901.26,307.29
1270.4,147.26,438.08
1470.9,-508.08,188.22
1284.4,-355.49,379.61
1647.7,-469.72,516.95
1735.8,-115.42,564.5
2457.2,-67.967,579.83
1060.9,-421.73,425.4
1624.1,-525.11,411.47
2255.8,250.24,491.37
1209.9,18.194,411.15
1227.5,-282.95,663.02
849.12,-434.87,1001.1
1468.8,377.04,677.85
1747.8,108.33,318.02
978.78,-230.81,479.84
639.17,-418.11,851.4
1072.2,-9.2351,421.98
1096,-358.75,489.9
1316.4,-434.53,320.68
2064.1,-582.34,190.13
1729.6,306.65,687.28
0,0,0
0,0,0
