4894.8,-1328.2,429.81
2382.1,927.35,484.71
2600.7,1392.2,727.22
2285.9,1115.9,1100.2
2621.4,1407.7,804.41
3375.9,495.28,1249.2
1878.9,452.69,1500.1
2486.6,1150.3,959.85
2196.6,601.48,1074.7
1383,601.36,1293
1939.3,639.41,1286.4
2198.7,894.13,304.98
2142,623.59,-513.67
802.93,-51.62,601.89
1413.3,126.61,1460.8
1453,-171.1,789.97
2211.5,277.55,284.81
2401.1,517.51,637.95
2252.5,-68.179,140.34
1916.9,-13.248,502.54
2039.4,211.92,-142.74
1432.1,257.22,91.886
2106,14.618,303.96
1853,-70.226,182.18
4076.2,-4.0168,-398.06
2695.3,-173.91,915.03
2356.8,-281.16,419.73
3525.5,-70.849,192.63
3554.5,443.84,-489.42
2247.1,452.23,73.72
2375.7,-99.234,476.05
3132.2,36.609,436.2
2938.4,618.12,-106.96
2567,646.5,220.05
2718.8,281.99,557.93
3493.3,679.74,477.5
3485.9,1525.8,-164.86
2839.8,1127.5,667.02
2542.7,657.89,969.72
2935.8,876.21,1224.8
3893.4,1719.2,956.66
6186.7,-1988.5,943.65
2295.9,70.984,669.11
2520,445.11,813.59
2790.1,776.16,619.71
3356.1,1212,263.98
2510.5,443.52,874.37
2345.3,279.82,1135.6
3248.8,812.14,771.9
2958.1,1153.3,362.75
2439.5,566.75,635.66
2707.1,716.15,905.77
3469.9,1113.8,507.05
3245.6,1405.4,122.68
2552.4,688.41,702.94
2598.6,754.14,750.59
3181,969.96,764.95
3135.7,1107.9,257.47
2973.6,760.25,743.23
2589.9,389.1,847.56
3081.1,728.87,797.9
3163.5,1709.2,203.81
2936.8,701.78,479.8
2723,492.48,1021
3105.7,694.36,721.13
3082.3,1011.1,233.38
2993.5,632.19,447
3260.2,295.15,1232.1
3429.6,879.39,903.25
2900,1359.2,201.6
2683.2,632.99,661.35
2898.4,696.26,1095.1
3388.6,866.17,764.85
3211.1,1034.7,236.28
2706.2,573.24,766.95
2842.1,456.61,1177.6
3518.2,875.75,739.06
3232.1,1228.5,249.13
2714.9,549.49,896.87
2665.7,598.76,864.63
0,0,0
0,0,0
