3992.4,2105.1,945.1
3173,170.1,-120.55
2629,580.64,254.59
3776.5,282.05,-173.11
3501.1,348.7,-301.68
3138.9,484.3,-257.5
2925.1,854.55,630.12
3380.4,522.84,-177.8
3673.6,794.09,319.99
2962.8,667.44,115.42
3091.8,1626.5,548.43
3933.9,431.75,-160.39
3658.7,93.187,-556.66
2667.9,378.31,-121.23
3256.2,548.23,344.88
3744.5,316.97,-250.42
3707.2,438.81,-408.85
2942.7,505.56,-131.77
3153.1,765.85,266.04
3925.3,611.01,111.37
3835.4,394.91,-145.06
3039.8,502.31,-157.27
2987.7,786.79,478.04
3795.3,535.03,-108.21
3283.4,639.87,157.73
3027.4,541.34,51.761
3035.1,854.94,470.15
3261.4,471.17,82.03
3172.2,574.24,-181.56
3158.2,510.41,126.65
3006,404.32,146.59
3751,688.19,139.2
3547.2,283.55,-177.49
2941.6,693.8,175.69
2829.5,608.78,395.81
4046.7,433.71,-140.69
3552.3,237.8,-203.04
NaN,NaN,NaN
2986.9,767.7,416.91
3937.9,413.43,222.17
3902.3,258.39,-157.03
4005.9,3008.6,728.77
2790.1,2168.9,-1538.2
2174.2,1820.8,-949.83
3180,1501.1,-835.48
3232.5,2170.8,-1116.1
2775.9,1307.3,-666.27
2749.8,1940,-167.7
3395.4,1279.8,-73.382
2581.7,1500.1,-386.49
2559.5,807.79,-107.55
2509.8,798.36,116.52
3584.2,770.62,-298.76
2184.2,877.9,-159.72
2524.3,853.11,-33.328
2478.4,1313.6,169.64
2926.4,1285.1,429.24
2568.8,1149.1,-83.659
2143.2,1217.5,-69.505
2502.9,1513.3,666.27
3169.6,1122.3,256.7
2916.3,981.85,-31.619
2777.4,1391.6,-21.657
2418.5,1058.8,332.13
3069.2,613.25,157.87
2551.5,851.81,60.438
2647.5,1043.5,438.57
3271.3,1165.9,750.09
3292.2,734.77,13.307
2993.1,727.47,-417.82
2224.9,1065.2,264.24
2373.5,1064.6,874.63
3052.3,711.72,69.025
3259.5,658.29,0.73042
2636.7,677.46,71.498
2528.1,638.19,643.94
4140.8,604.19,213.36
3064.6,607.37,-258.54
3149.5,1108.2,651.29
3267.3,508.71,239.97
0,0,0
0,0,0
