3855.9,609.16,-262.74
3122.7,-465.58,-110.79
3422.1,-708.47,196.1
3463.5,-731.43,-253.81
2970.7,-1119.2,56.494
4171.8,-218.38,-104.33
4148.5,105.49,358.43
4160.8,-947.76,-610.08
3821.9,-918.48,-851.24
3606.9,-383.8,-185.66
3301.1,-571.81,165.63
3816,-844.2,191.07
4380.1,-907.36,-418.3
5397.7,-460.17,-217.42
3836.9,133.45,48.611
3745.6,-774.96,-374.29
3711.4,-773.45,-618.06
4786.9,-425.26,-464.48
4375.7,-134.7,-171.31
3700.1,-566.64,-153.73
4008.6,-987.48,-227.76
4526,-552.4,-360.29
5117,883.31,281.23
3864.1,-598.86,354.18
3501.3,-978.15,65.562
3751.2,-637.92,-412.26
3696.1,-860.67,53.038
5218.3,-69.341,221.78
4808.8,-864.09,-294.07
3993,-399.25,13.628
4460,-570.49,-44.58
4008.3,-457.52,-280.94
3686.6,-573.05,164.48
3757.6,-747.06,-160.29
3874.7,-453.84,233.3
4141.7,-360.83,-526.54
4475.4,-679.87,-535.31
3305.2,-884.63,343.32
4213,-282.57,282.25
3056.8,-674.15,-174.36
2677.5,-376.95,240.15
3970.6,-47.372,-849.75
3481,626.75,-503.22
3710.8,550.31,-32.299
4421.7,661.41,277.28
3323.2,-314.43,-136.55
3793.9,271.49,-125
4751.1,233.47,50.016
3419.9,-35.879,-998.89
3519.7,117.69,-628.35
4009.4,-2.2506,-542.29
3401,936.78,-334.5
2378.1,168.31,-719.1
3335.2,-218.94,-823.35
3744.1,128.11,-503.57
3469.7,244.74,24.738
3385.8,-100.44,-911.79
4028.5,-63.163,-341.97
3986.8,-398.76,-18.76
4210.2,60.45,43.705
4132.9,-141.1,-530.98
4196.3,-20.447,-495.18
3629,-252.19,-0.80356
4104.3,197.82,204.35
3348.9,-242.97,-558.25
3201.4,-45.937,-562.51
5172.3,173.45,-187.88
3093.8,-260.92,205.53
0,0,0
0,0,0
