792.5,500.52,358.05
1379.3,215.79,168.17
737.61,439.97,23.609
1483.5,-136.02,-207.67
1121.1,422.62,309.02
1264.1,299.19,450.79
670.18,520.32,-84.231
588.22,404.55,78.163
746.97,-67.21,-145.95
1128.4,561.03,247.97
1019.8,587.67,362.96
1082.5,39.395,-120.94
1880.4,-455.86,-269.12
1012.1,292.4,-388.32
942.95,418.63,287.02
725.37,233.42,149.46
1777.4,25.736,59.9
2219.1,842.09,150.39
399.36,441.96,57.324
619.69,360.43,160.4
644.3,147.87,346.06
1629,798.45,-677.77
1000.8,879.71,-230.49
547.28,436.7,145.52
1476.1,-294.11,368.83
261.17,161.17,57.251
532.22,340.68,266.62
169.29,161.56,82.151
1610.4,195.43,330.32
1956.4,833.17,-316.81
463.19,459.79,-38.487
192.15,176.25,92.797
750.11,-16.485,-211.09
1089.5,298.7,349.87
1225.8,539.56,245.93
194,174.99,80.927
1675.5,-512.74,-0.26026
2244.1,196.04,768.56
442.11,13.914,-82.33
179.11,159.16,83.639
112.57,67.552,85.411
1984.2,-274.99,-661.01
648.09,319.15,569.41
150.93,108.88,129.08
188.56,122.93,113.11
1054.3,145.89,-500.53
2355.7,879.36,262.77
267.49,137.97,130.62
775.59,545.08,263.44
157.37,91.556,89.464
1260.8,235.75,-581.51
423.78,422.5,88.25
140.72,122.86,146.78
2058.3,-546.5,-15.093
136.84,57.565,112.36
926.14,1002.8,-603.17
695.94,553.11,-30.552
431.25,-79.689,-61.589
421.67,244.23,273.86
160.67,172.38,90.006
781.43,361.16,178.08
1404.6,-382.12,-179.85
1148.9,677.61,151.13
389.73,294.05,118.18
788.51,324.76,208.62
2258.4,-794.44,355.83
2390.8,545.28,355.25
800.14,360.8,294.21
104.41,75.372,88.991
316.53,149.63,-24.627
2809.1,66.315,285.39
426.38,385.33,-20.99
460.04,193.81,143.55
226.96,104.72,67.389
127.47,36.265,68.16
1323.5,695.47,183.47
81.389,81.008,78.249
1014.1,12.047,565.03
385.74,291.65,295.26
1102.4,856.46,-73.534
104.84,66.314,62.178
0,0,0
0,0,0
